ID,plant_id,family,taxon_name,refstand,ref_short
220,wcsCmp807367,Gentianaceae,Fagraea berteroana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
221,wcsCmp807377,Gentianaceae,Fagraea bodenii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
222,wcsCmp807386,Gentianaceae,Fagraea ceilanica,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
223,wcsCmp807386,Gentianaceae,Fagraea ceilanica,100236,"Indian Med. Pl. Database (TDU, 2020)"
224,wcsCmp807386,Gentianaceae,Fagraea ceilanica,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
225,wcsCmp807429,Gentianaceae,Fagraea gracilipes,2102,"Fijian Medicinal Plants (Cambie & Ash, 1994)"
226,wcsCmp807436,Gentianaceae,Fagraea imperialis,100236,"Indian Med. Pl. Database (TDU, 2020)"
227,wcsCmp807436,Gentianaceae,Fagraea imperialis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
228,wcsCmp1264432,Gentianaceae,Fagraea litoralis var. litoralis,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
229,wcsCmp807672,Gentianaceae,Faroa acaulis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
230,wcsCmp807685,Gentianaceae,Faroa graveolens,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
231,wcsCmp807695,Gentianaceae,Faroa salutaris,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
232,wcsCmp814331,Gentianaceae,Frasera albomarginata,5473,"Native American Ethnobotany (Moerman, 1998)"
233,wcsCmp814331,Gentianaceae,Frasera albomarginata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
234,wcsCmp814333,Gentianaceae,Frasera albomarginata var. purpusii,5473,"Native American Ethnobotany (Moerman, 1998)"
235,wcsCmp814338,Gentianaceae,Frasera caroliniensis,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
236,wcsCmp814338,Gentianaceae,Frasera caroliniensis,6369,"Herbs of Commerce (McGuffin et al., 2000)"
237,wcsCmp814338,Gentianaceae,Frasera caroliniensis,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
238,wcsCmp814338,Gentianaceae,Frasera caroliniensis,5473,"Native American Ethnobotany (Moerman, 1998)"
239,wcsCmp814338,Gentianaceae,Frasera caroliniensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
240,wcsCmp814338,Gentianaceae,Frasera caroliniensis,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
241,wcsCmp814338,Gentianaceae,Frasera caroliniensis,100023,U.S. FDA Substance Registration System (2016)
242,wcsCmp814338,Gentianaceae,Frasera caroliniensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
243,wcsCmp814347,Gentianaceae,Frasera montana,5473,"Native American Ethnobotany (Moerman, 1998)"
244,wcsCmp814347,Gentianaceae,Frasera montana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
245,wcsCmp814360,Gentianaceae,Frasera speciosa,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
246,wcsCmp814360,Gentianaceae,Frasera speciosa,6369,"Herbs of Commerce (McGuffin et al., 2000)"
247,wcsCmp814360,Gentianaceae,Frasera speciosa,5473,"Native American Ethnobotany (Moerman, 1998)"
248,wcsCmp814360,Gentianaceae,Frasera speciosa,100023,U.S. FDA Substance Registration System (2016)
249,wcsCmp814360,Gentianaceae,Frasera speciosa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
250,wcsCmp817269,Loganiaceae,Gardneria angustifolia,3586,Zhonghua Bencao: Materia Medica of China (1998)
251,wcsCmp817279,Loganiaceae,Gardneria multiflora,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
252,wcsCmp817279,Loganiaceae,Gardneria multiflora,3586,Zhonghua Bencao: Materia Medica of China (1998)
253,wcsCmp817280,Loganiaceae,Gardneria nutans,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
254,wcsCmp817280,Loganiaceae,Gardneria nutans,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
255,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
256,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,100236,"Indian Med. Pl. Database (TDU, 2020)"
257,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,100196,"Med. Pls. Used by Maonan People in China. (Hong et al., 2015)"
258,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
259,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
260,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
261,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
262,wcsCmp818730,Gelsemiaceae,Gelsemium elegans,3586,Zhonghua Bencao: Materia Medica of China (1998)
263,wcsCmp818734,Gelsemiaceae,Gelsemium rankinii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
264,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
265,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
266,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,6369,"Herbs of Commerce (McGuffin et al., 2000)"
267,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,100236,"Indian Med. Pl. Database (TDU, 2020)"
268,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,100028,Les Plantes Méd. de la Pharmacopée: Liste A (2000)
269,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,8418,"Med. Pl. Braz. Pharm. (Brandão et al., 2006)"
270,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
271,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,5473,"Native American Ethnobotany (Moerman, 1998)"
272,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
273,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
274,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,8394,"Substances in Medicines, Australia (TGA, 2007)"
275,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,100019,"Timber Press Plant Names (Erhardt et al., 2009)"
276,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,100023,U.S. FDA Substance Registration System (2016)
277,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
278,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
279,wcsCmp818735,Gelsemiaceae,Gelsemium sempervirens,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
280,wcsCmp818830,Loganiaceae,Geniostoma antherotrichum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
281,wcsCmp818841,Loganiaceae,Geniostoma borbonicum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
282,wcsCmp818954,Loganiaceae,Geniostoma rupestre,2102,"Fijian Medicinal Plants (Cambie & Ash, 1994)"
283,wcsCmp818954,Loganiaceae,Geniostoma rupestre,8355,"Medicinal plants in South Pacific (WHO, 1998)"
284,wcsCmp818954,Loganiaceae,Geniostoma rupestre,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
285,wcsCmp818960,Loganiaceae,Geniostoma rupestre var. glaberrimum,2102,"Fijian Medicinal Plants (Cambie & Ash, 1994)"
286,wcsCmp818960,Loganiaceae,Geniostoma rupestre var. glaberrimum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
287,wcsCmp818960,Loganiaceae,Geniostoma rupestre var. glaberrimum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
288,wcsCmp1264620,Loganiaceae,Geniostoma rupestre var. rupestre,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
289,wcsCmp819808,Gentianaceae,Gentiana acaulis,5641,"Europe's Med. Pl. (Lange, 1998)"
290,wcsCmp819808,Gentianaceae,Gentiana acaulis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
291,wcsCmp819808,Gentianaceae,Gentiana acaulis,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
292,wcsCmp819808,Gentianaceae,Gentiana acaulis,100023,U.S. FDA Substance Registration System (2016)
293,wcsCmp819808,Gentianaceae,Gentiana acaulis,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
294,wcsCmp819836,Gentianaceae,Gentiana affinis,5473,"Native American Ethnobotany (Moerman, 1998)"
295,wcsCmp819836,Gentianaceae,Gentiana affinis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
296,wcsCmp819848,Gentianaceae,Gentiana alba,5473,"Native American Ethnobotany (Moerman, 1998)"
297,wcsCmp819848,Gentianaceae,Gentiana alba,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
298,wcsCmp819866,Gentianaceae,Gentiana algida,100236,"Indian Med. Pl. Database (TDU, 2020)"
299,wcsCmp819866,Gentianaceae,Gentiana algida,100241,"WHODrug Herbal Substances, Suppl. 2021 (WHO-UMC, 2021)"
300,wcsCmp819866,Gentianaceae,Gentiana algida,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
301,wcsCmp819868,Gentianaceae,Gentiana algida var. purdomii,100241,"WHODrug Herbal Substances, Suppl. 2021 (WHO-UMC, 2021)"
302,wcsCmp819868,Gentianaceae,Gentiana algida var. purdomii,3586,Zhonghua Bencao: Materia Medica of China (1998)
303,wcsCmp819909,Gentianaceae,Gentiana andrewsii,5473,"Native American Ethnobotany (Moerman, 1998)"
304,wcsCmp819909,Gentianaceae,Gentiana andrewsii,100023,U.S. FDA Substance Registration System (2016)
305,wcsCmp819909,Gentianaceae,Gentiana andrewsii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
306,wcsCmp819948,Gentianaceae,Gentiana apiata,3586,Zhonghua Bencao: Materia Medica of China (1998)
307,wcsCmp819976,Gentianaceae,Gentiana argentea,100236,"Indian Med. Pl. Database (TDU, 2020)"
308,wcsCmp819987,Gentianaceae,Gentiana asclepiadea,5641,"Europe's Med. Pl. (Lange, 1998)"
309,wcsCmp819987,Gentianaceae,Gentiana asclepiadea,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
310,wcsCmp819987,Gentianaceae,Gentiana asclepiadea,5253,"Med. Pl. Trade Turkey (Özhatay et al., 1997)"
311,wcsCmp819987,Gentianaceae,Gentiana asclepiadea,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
312,wcsCmp819987,Gentianaceae,Gentiana asclepiadea,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
313,wcsCmp819987,Gentianaceae,Gentiana asclepiadea,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
314,wcsCmp820109,Gentianaceae,Gentiana burseri,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
315,wcsCmp820109,Gentianaceae,Gentiana burseri,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
316,wcsCmp820161,Gentianaceae,Gentiana capitata,6667,"Plants and People of Nepal (Manandhar, 2002)"
317,wcsCmp820161,Gentianaceae,Gentiana capitata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
318,wcsCmp820165,Gentianaceae,Gentiana carinata,100236,"Indian Med. Pl. Database (TDU, 2020)"
319,wcsCmp820165,Gentianaceae,Gentiana carinata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
320,wcsCmp820190,Gentianaceae,Gentiana cephalantha,3586,Zhonghua Bencao: Materia Medica of China (1998)
321,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
322,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,8885,Hong Kong Chinese Materia Med. Standards (2014)
323,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,8374,Pharmacopoeia of China (2005)
324,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,100001,Pharmacopoeia of China (2010)
325,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,100050,Pharmacopoeia of China (2015)
326,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
327,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
328,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,100197,"Trad. Med. in Dali Prefecture, SW China. (Zhang et al., 2014)"
329,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,100241,"WHODrug Herbal Substances, Suppl. 2021 (WHO-UMC, 2021)"
330,wcsCmp820298,Gentianaceae,Gentiana crassa subsp. rigescens,3586,Zhonghua Bencao: Materia Medica of China (1998)
331,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
332,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,8374,Pharmacopoeia of China (2005)
333,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,100001,Pharmacopoeia of China (2010)
334,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,100050,Pharmacopoeia of China (2015)
335,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
336,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
337,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,100197,"Trad. Med. in Dali Prefecture, SW China. (Zhang et al., 2014)"
338,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,100023,U.S. FDA Substance Registration System (2016)
339,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
340,wcsCmp820299,Gentianaceae,Gentiana crassicaulis,3586,Zhonghua Bencao: Materia Medica of China (1998)
341,wcsCmp820327,Gentianaceae,Gentiana cruciata,5641,"Europe's Med. Pl. (Lange, 1998)"
342,wcsCmp820327,Gentianaceae,Gentiana cruciata,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
343,wcsCmp820327,Gentianaceae,Gentiana cruciata,100236,"Indian Med. Pl. Database (TDU, 2020)"
344,wcsCmp820327,Gentianaceae,Gentiana cruciata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
345,wcsCmp820327,Gentianaceae,Gentiana cruciata,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
346,wcsCmp820327,Gentianaceae,Gentiana cruciata,100023,U.S. FDA Substance Registration System (2016)
347,wcsCmp820327,Gentianaceae,Gentiana cruciata,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
348,wcsCmp820341,Gentianaceae,Gentiana dahurica,8374,Pharmacopoeia of China (2005)
349,wcsCmp820341,Gentianaceae,Gentiana dahurica,100001,Pharmacopoeia of China (2010)
350,wcsCmp820341,Gentianaceae,Gentiana dahurica,100050,Pharmacopoeia of China (2015)
351,wcsCmp820341,Gentianaceae,Gentiana dahurica,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
352,wcsCmp820341,Gentianaceae,Gentiana dahurica,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
353,wcsCmp820341,Gentianaceae,Gentiana dahurica,100023,U.S. FDA Substance Registration System (2016)
354,wcsCmp820341,Gentianaceae,Gentiana dahurica,3586,Zhonghua Bencao: Materia Medica of China (1998)
355,wcsCmp820348,Gentianaceae,Gentiana davidii,3586,Zhonghua Bencao: Materia Medica of China (1998)
356,wcsCmp820351,Gentianaceae,Gentiana decemfida,100236,"Indian Med. Pl. Database (TDU, 2020)"
357,wcsCmp820357,Gentianaceae,Gentiana decumbens,100236,"Indian Med. Pl. Database (TDU, 2020)"
358,wcsCmp820357,Gentianaceae,Gentiana decumbens,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
359,wcsCmp820357,Gentianaceae,Gentiana decumbens,3586,Zhonghua Bencao: Materia Medica of China (1998)
360,wcsCmp820368,Gentianaceae,Gentiana depressa,6667,"Plants and People of Nepal (Manandhar, 2002)"
361,wcsCmp820483,Gentianaceae,Gentiana filistyla,3586,Zhonghua Bencao: Materia Medica of China (1998)
362,wcsCmp820503,Gentianaceae,Gentiana flavomaculata,3586,Zhonghua Bencao: Materia Medica of China (1998)
363,wcsCmp820544,Gentianaceae,Gentiana gelida,3586,Zhonghua Bencao: Materia Medica of China (1998)
364,wcsCmp820645,Gentianaceae,Gentiana hexaphylla,3586,Zhonghua Bencao: Materia Medica of China (1998)
365,wcsCmp820732,Gentianaceae,Gentiana kauffmanniana,3586,Zhonghua Bencao: Materia Medica of China (1998)
366,wcsCmp910170,Gentianaceae,Gentiana kirilowii,100236,"Indian Med. Pl. Database (TDU, 2020)"
367,wcsCmp910170,Gentianaceae,Gentiana kirilowii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
368,wcsCmp910170,Gentianaceae,Gentiana kirilowii,3586,Zhonghua Bencao: Materia Medica of China (1998)
369,wcsCmp820759,Gentianaceae,Gentiana kurroo,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
370,wcsCmp820759,Gentianaceae,Gentiana kurroo,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
371,wcsCmp820759,Gentianaceae,Gentiana kurroo,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
372,wcsCmp820759,Gentianaceae,Gentiana kurroo,6369,"Herbs of Commerce (McGuffin et al., 2000)"
373,wcsCmp820759,Gentianaceae,Gentiana kurroo,100236,"Indian Med. Pl. Database (TDU, 2020)"
374,wcsCmp820759,Gentianaceae,Gentiana kurroo,100205,"Med. Pl. in Alpine and Sub-Alpine Pakistan (Kayani et al., 2015)"
375,wcsCmp820759,Gentianaceae,Gentiana kurroo,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
376,wcsCmp820759,Gentianaceae,Gentiana kurroo,100023,U.S. FDA Substance Registration System (2016)
377,wcsCmp820759,Gentianaceae,Gentiana kurroo,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
378,wcsCmp820759,Gentianaceae,Gentiana kurroo,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
379,wcsCmp820860,Gentianaceae,Gentiana loureiroi,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
380,wcsCmp820860,Gentianaceae,Gentiana loureiroi,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
381,wcsCmp820860,Gentianaceae,Gentiana loureiroi,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
382,wcsCmp820860,Gentianaceae,Gentiana loureiroi,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
383,wcsCmp820860,Gentianaceae,Gentiana loureiroi,3586,Zhonghua Bencao: Materia Medica of China (1998)
384,wcsCmp820861,Gentianaceae,Gentiana loureiroi subsp. napulifera,3586,Zhonghua Bencao: Materia Medica of China (1998)
385,wcsCmp820867,Gentianaceae,Gentiana lutea,100011,"Archivos de Flora Iberica (Morales et al., 1996)"
386,wcsCmp820867,Gentianaceae,Gentiana lutea,8375,"British Pharmacopoeia 2009, Vol. 4 (2008)"
387,wcsCmp820867,Gentianaceae,Gentiana lutea,100002,"British Pharmacopoeia 2012, Vol. 4 (2011)"
388,wcsCmp820867,Gentianaceae,Gentiana lutea,100003,"British Pharmacopoeia 2015, Vol. 4 (2014)"
389,wcsCmp820867,Gentianaceae,Gentiana lutea,100174,E-Kommission: Approved Status (1984-1994)
390,wcsCmp820867,Gentianaceae,Gentiana lutea,100095,"EMA Com. Monog.: Gentiana lutea, rad. (2008)"
391,wcsCmp820867,Gentianaceae,Gentiana lutea,100021,"Encyclopedia of Herb. Medicine (Bartram, 1995)"
392,wcsCmp820867,Gentianaceae,Gentiana lutea,8380,"European Pharmacopoeia, 6th edn. (2007)"
393,wcsCmp820867,Gentianaceae,Gentiana lutea,8875,"European Pharmacopoeia, 7th edn. (2012)"
394,wcsCmp820867,Gentianaceae,Gentiana lutea,5641,"Europe's Med. Pl. (Lange, 1998)"
395,wcsCmp820867,Gentianaceae,Gentiana lutea,9301,Farmacopea Herbolaria Mexicanos (2013)
396,wcsCmp820867,Gentianaceae,Gentiana lutea,8395,Farmacopea Herbolaria Mexico (2001)
397,wcsCmp820867,Gentianaceae,Gentiana lutea,8865,"Farmacopeia Brasileira, 5th edn. (2010)"
398,wcsCmp820867,Gentianaceae,Gentiana lutea,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
399,wcsCmp820867,Gentianaceae,Gentiana lutea,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
400,wcsCmp820867,Gentianaceae,Gentiana lutea,100190,"Herbal Medicines, 3rd edn. (Barnes et al., 2007)"
401,wcsCmp820867,Gentianaceae,Gentiana lutea,6369,"Herbs of Commerce (McGuffin et al., 2000)"
402,wcsCmp820867,Gentianaceae,Gentiana lutea,100236,"Indian Med. Pl. Database (TDU, 2020)"
403,wcsCmp820867,Gentianaceae,Gentiana lutea,8382,Japanese Pharmacopoeia 15th edn. (2006)
404,wcsCmp820867,Gentianaceae,Gentiana lutea,8870,"Japanese Pharmacopoeia, 16th edn. (2012)"
405,wcsCmp820867,Gentianaceae,Gentiana lutea,8869,"Korean Pharmacopoeia, 9th edn. (2007)"
406,wcsCmp820867,Gentianaceae,Gentiana lutea,100008,"Kräuter Gewürze und Heilpflanzen (Bremness, 1994)"
407,wcsCmp820867,Gentianaceae,Gentiana lutea,100006,"Les Plantes Arom. et Med. (Bremness, 1996)"
408,wcsCmp820867,Gentianaceae,Gentiana lutea,100028,Les Plantes Méd. de la Pharmacopée: Liste A (2000)
409,wcsCmp820867,Gentianaceae,Gentiana lutea,8418,"Med. Pl. Braz. Pharm. (Brandão et al., 2006)"
410,wcsCmp820867,Gentianaceae,Gentiana lutea,100223,"Med. Pl. in the Mediterranean: Project Rubia (Gonzalez-Tejero et al., 2008)"
411,wcsCmp820867,Gentianaceae,Gentiana lutea,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
412,wcsCmp820867,Gentianaceae,Gentiana lutea,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
413,wcsCmp820867,Gentianaceae,Gentiana lutea,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
414,wcsCmp820867,Gentianaceae,Gentiana lutea,8394,"Substances in Medicines, Australia (TGA, 2007)"
415,wcsCmp820867,Gentianaceae,Gentiana lutea,100243,"Tea and Herbal Infusions Europe Pl. Inventory (THIE, 2021)"
416,wcsCmp820867,Gentianaceae,Gentiana lutea,100019,"Timber Press Plant Names (Erhardt et al., 2009)"
417,wcsCmp820867,Gentianaceae,Gentiana lutea,100202,"Traditional Persian Med. Pl. Database (Rahimi et al., 2018)"
418,wcsCmp820867,Gentianaceae,Gentiana lutea,100023,U.S. FDA Substance Registration System (2016)
419,wcsCmp820867,Gentianaceae,Gentiana lutea,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
420,wcsCmp820867,Gentianaceae,Gentiana lutea,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
421,wcsCmp820867,Gentianaceae,Gentiana lutea,8300,WHO Monographs Med. Pl. 3 (2007)
422,wcsCmp1264664,Gentianaceae,Gentiana lutea subsp. lutea,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
423,wcsCmp820872,Gentianaceae,Gentiana lutea subsp. symphyandra,5253,"Med. Pl. Trade Turkey (Özhatay et al., 1997)"
424,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100198,"Consv. of Endangered Med. Pl. in Arid Desert Region (Lang et al., 2017)"
425,wcsCmp820891,Gentianaceae,Gentiana macrophylla,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
426,wcsCmp820891,Gentianaceae,Gentiana macrophylla,6369,"Herbs of Commerce (McGuffin et al., 2000)"
427,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
428,wcsCmp820891,Gentianaceae,Gentiana macrophylla,8389,Korean Herbal Pharmacopoeia (2002)
429,wcsCmp820891,Gentianaceae,Gentiana macrophylla,8374,Pharmacopoeia of China (2005)
430,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100001,Pharmacopoeia of China (2010)
431,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100050,Pharmacopoeia of China (2015)
432,wcsCmp820891,Gentianaceae,Gentiana macrophylla,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
433,wcsCmp820891,Gentianaceae,Gentiana macrophylla,8394,"Substances in Medicines, Australia (TGA, 2007)"
434,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
435,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100194,"TCM Plants for Syst. Bio. Evaluation (Eisenberg et al., 2011)"
436,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100023,U.S. FDA Substance Registration System (2016)
437,wcsCmp820891,Gentianaceae,Gentiana macrophylla,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
438,wcsCmp820891,Gentianaceae,Gentiana macrophylla,3586,Zhonghua Bencao: Materia Medica of China (1998)
439,wcsCmp820919,Gentianaceae,Gentiana manshurica,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
440,wcsCmp820919,Gentianaceae,Gentiana manshurica,6369,"Herbs of Commerce (McGuffin et al., 2000)"
441,wcsCmp820919,Gentianaceae,Gentiana manshurica,100170,"Illus. Chinese Materia Medica (Wu, 2005)"
442,wcsCmp820919,Gentianaceae,Gentiana manshurica,8382,Japanese Pharmacopoeia 15th edn. (2006)
443,wcsCmp820919,Gentianaceae,Gentiana manshurica,8870,"Japanese Pharmacopoeia, 16th edn. (2012)"
444,wcsCmp820919,Gentianaceae,Gentiana manshurica,8869,"Korean Pharmacopoeia, 9th edn. (2007)"
445,wcsCmp820919,Gentianaceae,Gentiana manshurica,8374,Pharmacopoeia of China (2005)
446,wcsCmp820919,Gentianaceae,Gentiana manshurica,100001,Pharmacopoeia of China (2010)
447,wcsCmp820919,Gentianaceae,Gentiana manshurica,100050,Pharmacopoeia of China (2015)
448,wcsCmp820919,Gentianaceae,Gentiana manshurica,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
449,wcsCmp820919,Gentianaceae,Gentiana manshurica,100237,"Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)"
